_key,killedUsingWeapon,hasIBCCode
13391,gunfire,d6976-ek2391
13392,gunfire,k2507-xv442
13393,gunfire,k2508-kv497
13394, executed,k2508-kv497
13395,gunfire,d1710-xv842
13396,gunfire,d6978-sc2270
13397,kidnapped,d8632-fb2542
13398, executed,d8632-fb2542
13399,gunfire,k2499-eh553
13400,gunfire,k2500-dh482
13401,US gunfire,d1711-kw1223
13402,gunfire,d7514-fw2357
13403,gunfire,d6975-xc2266
13404,gunfire,k2491-ve557
13405,gunfire,k2493-xf486
13406,gunfire,d1705a-nb846
13407,gunfire,d1706-nd628
13408,drive-by shooting,d7513-hd2368
13409,US gunfire,d4549-xh1779
13410,gunfire,k2483-zx615
13411,rockets and machine-gun fire from helicopter,k2486-sb494
13412,gunfire,d7762-xz2256
13413, executed,d7762-xz2256
13414,gunfire,d1701-ve669
13415,gunfire,d9087-zv2518
13416,gunfire,d1699-vn719
13417, assassinated,d1699-vn719
13418,explosion,d6167-sf1932
13419,explosion,d6167-zw1917
13420,gunfire,d1836-nx644
13421,gunfire,d1836-fs625
13422,gunfire,d1837-hf826
13423,MNF gunfire,d1844-sd675
13424,gunfire,d5864-zn1960
13425, executed,d5864-zn1960
13426,gunfire,k2476-dz529
13427,gunfire,k2476-zs556
13428,gunfire,k2476-xe591
13429,AK-47 Kalashnikov rifles,d5863-hn1968
13430,explosives,d6166-zx1967
13431, gunfire,d6166-zx1967
13432,gunfire,d7001-zx2375
13433,car bombs,k2471-sv599
13434,gunfire,k2473-ev544
13435,rocket,k2465-ck608
13436,gunfire,k2470-uc548
13437,gunfire,d1511-nf719
13438,gunfire,d1830-xb691
13439,murdered,d6998-dx2355
13440,executed,d6999-ec2226
13441,gunfire,d9082-ck2616
13442,gunfire,d9083-fv2637
13443,drive-by shooting,d9594-xb2451
13444,gunfire,k2463-xk410
13445,gunfire,k2463-bw539
13446,US gunfire,d1827-xm633
13447,Iraqi police gunfire,d1831-kd648
13448,gunfire,d7178-xv2258
13449,drive-by shooting,d9593-kb2578
13450,gunfire,k2451-fb430
13451,gunfire,k2453-hc551
13452,gunfire,k2456-hz402
13453,Iraqi Police gunfire,k2448-nk555
13454,gunfire,d4126-nz1342
13455,US gunfire,d4939-ea2120
13456,gunfire,d9081-bw2563
13457,gunfire,k2446-bn426
13458,gunfire,d6008-za2110
13459,gunfire,d9588-fm2512
13460,drive-by shooting,d9589-hw2475
13461,gunfire,k2438-ek503
13462,gunfire,k2441-ks617
13463,gunfire,k2442-hv547
13464,suicide car bomb,k2443-kx621
13465,gunfire,d9085-uc2604
13466,drive-by shooting,d9590-ke2582
13467,drive-by shooting,d9591-nf2447
13468,drive-by shooting,d9591-ka2540
13469,gunfire,d10658-zm2769
13470,rockets,k2432-xr370
13471,gunfire,k2433-uz573
13472,gunfire,k2433-sa374
13473,US gunfire,d4938-xe2031
13474,US gunfire,d1811-kv649
13475,US gunfire,d1811-xz632
13476,US gunfire,d1811-kz707
13477,gunfire,k2423-xh523
13478,gunfire,k2430-sw584
13479,gunfire,d1517-nz862
13480,drive-by shooting,d5805-bw2011
13481,gunfire,k2421-ur390
13482, executed,k2421-ur390
13483,US gunfire,d4251-ek1583
13484,drive-by shooting,d9084-hm2438
13485,drive-by shooting,d9084-fz2559
13486,drive-by shooting,d9084-hs2620
13487,,d5807-fv1941
13488,gunfire,k2412-fs529
13489, executed,k2412-fs529
13490,gunfire,k2412-hf474
13491, executed,k2412-hf474
13492,drive-by shooting,d1803-xf862
13493,gunfire,k2445-kw543
13494,gunfire,k2445-sv1943
13495,US gunfire,d4416-kr1783
13496,gunfire,k2404-nf591
13497,gunfire,k2405-ka556
13498,gunfire,d5806-ck1952
13499,improvised explosive device,d6164-dw1921
13500,gunfire,k2396-bc532
13501,gunfire,k2401-fm528
13502, executed,k2401-fm528
13503,US gunfire,d4384-za1606
13504, baby of 'exposure',d4384-za1606
13505,US gunfire,d4384-xa1421
13506, baby of 'exposure',d4384-xa1421
13507,US gunfire,d4384-ea1400
13508, baby of 'exposure',d4384-ea1400
13509,gunfire,k2394-bu494
13510,,k2395-hr549
13511,gunfire,k2398-fn490
13512,gunfire,d1799-sb854
13513, assassinated,d1799-sb854
13514,executed,d4288-uw1623
13515,gunfire,d5945-fw1917
13516,gunfire,k2392-xz536
13517,gunfire,k2393-kz611
13518,gunfire,d5944-bz1971
13519,gunfire,d5944-hd1928
13520,gunfire,d1508-fm656
13521,US gunfire,d4052-ks1153
13522,US gunfire,d4052-ns1136
13523,executed,d7018-bc2348
13524,assassinated,d7019-nv2383
13525,gunfire,d9004-sd2563
13526,gunfire,d9004-zu2434
13527,gunfire,d9004-sx2633
13528,drive-by shooting,d9864-es2670
13529,gunfire,k2388-df512
13530,car bomb,d1499-fb2126
13531,car bomb,d1499-hu1925
13532,Private security contractors gunfire,d1507-fn874
13533,gunfire,d1526-hf858
13534, assassinated,d1526-hf858
13535,gunfire,d5760-dn1924
13536,gunfire,d9587-hx2529
13537,7.62mm gunfire,d5549-kr2119
13538,gunfire,k2385-xw516
13539,gunfire,k2386-ve501
13540,murdered,d5943-nk1995
13541, possibly drive-by shooting,d5943-nk1995
13542,9mm gunfire,d6993-xe2351
13543,gunfire,d9086-sv2639
13544,gunfire,k2380-za462
13545,gunfire,k2380-xa517
13546,gunfire,k2380-ns3544
13547,gunfire,k2380-hv3491
13548,suicide bomber,k2381-dx587
13549,suicide bomber,k2381-sb438
13550,suicide bomber,k2382-eb505
13551,gunfire,d5691-bu2078
13552,Coaltion Forces gunfire,d5692-hr2005
13553,Coaltion Forces gunfire,d5692-bc2020
13554,gunfire,k2373-ue450
13555,gunfire,k2373-dz521
13556,improvised explosive device,d5689-kr1935
13557,drive-by shooting,d6992-zs2316
13558,gunfire,k2370-sz525
13559,gunfire,d1521-bk727
13560,gunfire,d5664-ks1937
13561,gunfire,d5664-ns1952
13562,gunfire,d9585-fn2602
13563, executed,d9585-fn2602
13564,gunfire,d13249-fv3533
13565,air strike,k2365-bz539
13566,US gunfire,d4931-uc2116
13567,gunfire,d5658-xc2114
13568,assassinated,d7023-hw2387
13569,assassinated,d7023-nw2341
13570,gunfire,d9072-hu2621
13571,gunfire,k3029-bx393
13572,executed,d1845-zu802
13573,gunfire,d1498-kv681
13574,gunfire,k2358-bh600
13575,gunfire,k2359-nk547
13576,US gunfire,d1905-ka1108
13577,gunfire,d7016-hr2333
13578,Iraqi Security Forces gunfire,d7021-hx2329
13579,roadside bomb,k2346-ns592
13580,roadside bomb,k2346-nk1803
13581,roadside bomb,k2346-fb1678
13582,roadside bomb,k2346-hu1861
13583,roadside bomb,k2346-fd1844
13584,gunfire,d5888-bh1920
13585,US gunfire,d5656-vs1987
13586,gunfire,d2463-hf906
13587, one stabbed,d2463-hf906
13588,gunfire,d2463-fe1035
13589, one stabbed,d2463-fe1035
13590,gunfire,d2463-hn1072
13591, one stabbed,d2463-hn1072
13592,gunfire,d2463-zn1064
13593, one stabbed,d2463-zn1064
13594,executed,d6007-xe1975
13595,gunfire,k2328-sr589
13596,gunfire,k2330-sw576
13597,gunfire,c0314-ds440
13598,gunfire,d5924-fb2118
13599,gunfire,d10914-xb3059
13600,gunfire,d10915-kd3144
13601,gunfire,k2305-ka548
13602,gunfire,k2320-ur398
13603,gunfire,k2324-vc386
13604,improvised explosive device,d5942-bn2122
13605,kidnapped,d5763-vs1971
13606, executed,d5763-vs1971
13607,roadside bomb,k2307-kb474
13608,gunfire,k2317-hn552
13609,explosive device,c0018-dv595
13610,gunfire,c0322-uw447
13611,found bound and shot,k2294-bc540
13612,found bound and shot,k2294-nv607
13613,gunfire,k2292-bu486
13614,bound,k2291-kz619
13615, shot,k2291-kz619
13616,drive-by shooting,d7004-sb2254
13617,drive-by shooting,d7004-ua2379
13618,drive-by shooting,d7004-ds2288
13619,drive-by shooting,d7004-eb2305
13620,drive-by shooting,d7004-db2250
13621,gunfire,c0326-vm385
13622,gunfire,c0326-xv2346
13623,gunfire,c0038-kr559
13624,gunfire,k2274-xa525
13625,gunfire,k2274-ea504
13626,,k2275-dx579
13627,drive-by shooting,d5938-nf1903
13628,drive-by shooting,d7511-bv2353
13629,US gunfire,c0340-dz449
13630,gunfire,k2260-fh543
13631,gunfire,d7759-nb2350
13632,gunfire,d5930-sv1951
13633,gunfire,d5887-nh1905
13634,gunfire,d10912-ka3148
13635,gunfire,c0002a-zu586
13636,gunfire,k2247-ux620
13637,gunfire,k2248-kw527
13638,suicide bomber,k2244-ek519
13639,suicide bomber,k2244-su564
13640,suicide bomber,k2244-eu581
13641,suicide bomber,k2244-sc398
13642,suicide bomber,k2244-nm402
13643,gunfire,c0039-kv505
13644,gunfire,c0039-xz520
13645,gunfire,c0002b-vu1176
13646,US gunfire,d4924-hz1778
13647,gunfire,d5929-uc2012
13648,gunfire,k2232-ed588
13649,gunfire,k2235-sk503
13650,gunfire,k2235-es382
13651,gunfire,k2238-sa390
13652,gunfire,k2241-xu560
13653,crossfire,c0313-ua387
13654,drive-by shooting,d7510-fd2364
13655,gunfire,k2226-fe619
13656,Coalition Forces gunfire,d4920-fb1806
13657,gunfire,k2222-nx532
13658,gunfire,k2224-fs545
13659,gunfire,d2465-zu978
13660,drive-by shooting,d7002-sf2292
13661,gunfire,k2230-zu370
13662,gunfire,k2220-bd549
13663,drive-by shooting,d4349-zs1540
13664,drive-by shooting,d4349-xe1591
13665,gunfire,d5925-fv1917
13666, executed,d5925-fv1917
13667,gunfire,d5926-fz1967
13668,suicide bomber,d7757-df2248
13669,gunfire,k2212-hw603
13670,US gunfire,d4505-eh1873
13671,assassinated,d4297-fv1533
13672,gunfire,k2209-kv537
13673,gunfire,k2209-xz552
13674,gunfire,k2209-kz595
13675,gunfire,k2210-bc548
13676,gunfire,k2210-nv599
13677,gunfire,k2211-fn474
13678,gunfire,k2211-hx529
13679,gunfire,k2211-fm544
13680,gunfire,k2215-nf607
13681, tortured,k2215-nf607
13682,gunfire,k2215-ka540
13683, tortured,k2215-ka540
13684,gunfire,c0054-hn496
13685,gunfire,d4028-kd1216
13686,drive-by shooting,d7756-xf2294
13687,gunfire,k2207-kr591
13688,drive-by shooting,c0049-nz462
13689,gunfire,d5890-fb2110
13690,gunfire,d7044-dc2357
13691,gunfire,k2202-ef587
13692,US gunfire,d4029-bd1213
13693,9mm gunfire,d7041-ur2174
13694,executed,d8630-ux2588
13695,executed,d8630-kw2655
13696,executed,d8630-bn2538
13697,executed,d8630-nh2593
13698,executed,d8630-bh2576
13699,gunfire,k2189-fz543
13700,kidnapped,k2191-uc524
13701, shot,k2191-uc524
13702,gunfire,k2192-sv559
13703,gunfire,k2194-zv438
13704,roadside bomb,k2199-xe567
13705,suicide car bomb,k2201-dx571
13706,suicide car bomb,k2201-ec442
13707,suicide car bomb,k2201-sf508
13708,suicide car bomb,k2201-ua579
13709,suicide car bomb,k2201-ds504
13710,suicide car bomb,k2201-xw500
13711,suicide car bomb,k2201-xf462
13712,US gunfire,d4916-ux1724
13713,assassinated,d7753-xw2252
13714,gunfire,k2185-fh551
13715,gunfire,k2186-kh596
13716,gunfire,k2186-bx617
13717,gunfire,k2186-xk418
13718,gunfire,k2186-bw547
13719,gunfire,k2186-ck600
13720,gunfire,k2187-fv621
13721,gunfire,d2471-vu1056
13722,kidnapped,d2472-xh1115
13723, gunfire,d2472-xh1115
13724, executed,d2472-xh1115
13725,assassinated,c0056-sd531
13726,gunfire,d3954-db1290
13727,US gunfire,d4914-xd1798
13728,9mm handgun,d7750-dz2241
13729,9mm handgun,d7750-zs2236
13730,gunfire,k2179-bn402
13731,gunfire,k2180-nh601
13732,gunfire,k2182-hc527
13733,kidnapped,d2478-es990
13734, gunfire,d2478-es990
13735, executed,d2478-es990
13736,kidnapped,d2478-sr1045
13737, gunfire,d2478-sr1045
13738, executed,d2478-sr1045
13739,gunfire,k2174-xd414
13740,gunfire,k2171-xn369
13741,gunfire,k2171-em388
13742,gunfire,k2171-sk439
13743,gunfire,k2171-es574
13744,gunfire,k2171-fw429
13745,gunfire,k2171-kf614
13746,gunfire,k2171-fh479
13747,gunfire,k2171-xk618
13748,gunfire,k2171-bw491
13749,gunfire,k2171-ck400
13750,gunfire,k2171-fv421
13751,gunfire,k2171-hm622
13752,gunfire,k2171-fz487
13753,gunfire,k2171-hs404
13754,gunfire,k2171-uc436
13755,gunfire,k2171-fv397
13756,gunfire,k2171-hm582
13757,gunfire,k2171-hx433
13758,gunfire,k2171-fm448
13759,gunfire,k2171-hw379
13760,gunfire,k2171-nw461
13761,gunfire,k2171-ke518
13762,gunfire,k2171-nf383
13763,gunfire,k2171-ka444
13764,gunfire,d4128-xu1248
13765,suicide car bombs,k2167-xh499
13766,suicide car bombs,k2167-zm577
13767,suicide car bombs,k2167-uz581
13768,suicide car bombs,k2167-sa398
13769,gunfire,c0065-uz621
13770,kidnapped,d3952-ua1163
13771, gunfire,d3952-ua1163
13772, executed,d3952-ua1163
13773,kidnapped,d3952-ds1200
13774, gunfire,d3952-ds1200
13775, executed,d3952-ds1200
13776,tortured,c0051b-fs513
13777, executed,c0051b-fs513
13778,gunfire,k2157-bk607
13779,-,k2159-fe611
13780,gunfire,d7749-ue2314
13781,gunfire,d7748-dv2187
13782,tortured,k2153-kb490
13783, executed,k2153-kb490
13784,AK-47 Kalashnikov rifle,d7033-fs2345
13785,gunfire,d7034-hf2274
13786,gunfire,d7035-fe2403
13787, executed,d7035-fe2403
13788,,d7036-hn2328
13789,,d7036-zn2368
13790,gunfire,k2152-xm545
13791,car bomb,k2148-hw595
13792,gunfire,d4030-bk1135
13793,drive-by shooting,d5886-bn2106
13794,kidnapped,d10906-ve3157
13795, gunfire,d10906-ve3157
13796, executed,d10906-ve3157
13797,US gunfire,d4034-zn1168
13798,gunfire,c0066a-sa422
13799,gunfire,c0066a-vs555
13800,gunfire,c0066a-xu592
13801,gunfire,c0066a-vm609
13802,,c0066b-ka1220
13803,,c0066b-xm1201
13804,,c0066b-kb1274
13805,gunfire,k2140-ef579
13806,suicide bomber,k2144-kv529
13807,suicide bomber,k2144-xz544
13808,suicide bomber,k2144-kz603
13809,suicide bomber,k2144-bu470
13810,gunfire,d10904-vn3095
13811,kidnapped,d7031-bk2399
13812, gunfire,d7031-bk2399
13813, executed,d7031-bk2399
13814,gunfire,k2137-vn575
13815,gunfire,k2250-nh593
13816,gunfire,d3839-kr1311
13817,drive-by shooting,d5532-hw2099
13818,gunfire,d6450-nz2110
13819,gunfire,k2132-zx583
13820,roadside bomb,k2134-ua587
13821,roadside bomb,k2134-ds496
13822,gunfire,d7747-ev2224
13823, executed,d7747-ev2224
13824,kidnapped,k2139-xw508
13825, shot,k2139-xw508
13826,gunfire,k2128-xa509
13827,gunfire,c0078-bv585
13828,US gunfire,d4907-kn1677
13829,drive-by shooting,d5921-vm1945
13830,drive-by shooting,d5921-xc2130
13831,drive-by shooting,d5921-ek1999
13832,drive-by shooting,d5921-su1964
13833,gunfire,d10898-dx3115
13834,US airstrikes,k15206-xf1718
13835, gunfire,k15206-xf1718
13836,US airstrikes,k15206-ef1843
13837, gunfire,k15206-ef1843
13838,US airstrikes,k15206-df1800
13839, gunfire,k15206-df1800
13840,US airstrikes,k15206-eh1785
13841, gunfire,k15206-eh1785
13842,US airstrikes,k15206-dh1714
13843, gunfire,k15206-dh1714
13844,US airstrikes,k15206-kn1829
13845, gunfire,k15206-kn1829
13846,US airstrikes,k15206-nd1812
13847, gunfire,k15206-nd1812
13848,US airstrikes,k15206-kr1895
13849, gunfire,k15206-kr1895
13850,US airstrikes,k15206-xv1770
13851, gunfire,k15206-xv1770
13852,US airstrikes,k15206-bu1766
13853, gunfire,k15206-bu1766
13854,gunfire,k2122-uc516
13855,gunfire,k2122-sv567
13856,gunfire,c0079-hz386
13857,US gunfire,d4905-nb1862
13858,gunfire,d5889-nk1979
13859,drive-by shooting,d7028-bd2349
13860,Coalition Forces gunfire,d7745-zv2318
13861,murdered,d10896-xa3173
13862,gunfire,c0082-kf390
13863,gunfire,c0081-fw589
13864,US gunfire,d2633-nf1007
13865,gunfire,d5885-kw1967
13866, executed,d5885-kw1967
13867,US gunfire,d2479-zc1123
13868,gunfire,d5920-xu1960
13869,gunfire,k2106-hu517
13870,gunfire,k2101-kx525
13871,truck bomb,k2104-kf438
13872,throat slit,d4736-dw1689
13873,gunfire,k2095-vm529
13874,gunfire,d7064-uw2311
13875,gunfire,k2087-sw552
13876,gunfire,k2084-es494
13877,gunfire,k2085-sr549
13878,gunfire,k2088-zm537
13879,drive-by shooting,d5919-dn1956
13880,drive-by shooting,d5919-uz1941
13881,gunfire,d7062-xr2186
13882,gunfire,k2075-fs561
13883,gunfire,k2076-hf378
13884,suicide vehicle bombs,k2077-zn536
13885,suicide vehicle bombs,k2077-dm607
13886,drive-by shooting,d2549-hw1027
13887,kidnapped,d5893-fd1924
13888, executed,d5893-fd1924
13889,Private security contractors gunfire,d4900-sb2214
13890,gunfire,d7060-sw2352
13891,roadside bomb,k2063-fn394
13892,roadside bomb,k2063-hx577
13893,gunfire,k2066-ke374
13894,gunfire,k2069-kb370
13895,gunfire,k2070-xb499
13896,collision with private security vehicle,d5544-fs2049
13897,US gunfire,d4899-zw1693
13898,UK forces raid,d10519-kb2794
13899,gunfire,k2056-nb390
13900,tortured,c0088-dx611
13901, executed,c0088-dx611
13902,gunfire,d7069-vs2307
13903, executed,d7069-vs2307
13904,gunfire,d7069-xu2360
13905, executed,d7069-xu2360
13906,gunfire,d7070-vm2377
13907,,c0108a-nv575
13908,gunfire,k2272-dz513
13909,gunfire,c0110-hx521
13910,gunfire,k2039-ue418
13911,gunfire,k2041-zs596
13912,gunfire,c0112-nw501
13913,automatic weapons fire,d2543-bu902
13914,automatic weapons fire,d2543-xm2849
13915,gunfire,k2125-zs524
13916,gunfire,k2037-dv547
13917,gunfire,k2166-ur382
13918,executed,c0089-ec482
13919,improvised explosive device,d10890-hm2998
13920,improvised explosive device,d10890-fz3119
13921,improvised explosive device,d10890-hs3084
13922,improvised explosive device,d10890-uc3164
13923,ambush,c0179-nv583
13924, probably gunfire,c0179-nv583
13925,improvised explosive device,d5894-hc1975
13926,improvised explosive devices,d10889-bx3065
13927, rocket-propelled grenades,d10889-bx3065
13928,gunfire,k2027-fz559
13929,gunfire,d6151-kh2020
13930,gunfire,k2021-xk434
13931,PKC machine-gun fire,k2023-fv509
13932,PKC machine-gun fire,k2023-zm1937
13933,PKC machine-gun fire,k2023-xr2138
13934,gunfire,c0115-ka516
13935,gunfire,c0116-xm497
13936,roadside bomb,d3831-xf1150
13937,gunfire,d3833-df1344
13938,US gunfire,d4080-dn1212
13939,gunfire,k2010-nh521
13940,gunfire,k2011-bh504
13941,suicide car bomb,k2012-fb454
13942,gunfire,d7052-em2380
13943,gunfire,d7052-sk2287
13944,US gunfire,d4894-fv1725
13945,gunfire,c0127-uz597
13946,gunfire,c0128-sa414
13947,gunfire,k2001-sc470
13948,gunfire,k2001-nm458
13949,gunfire,d3938-bn1162
13950,gunfire,k1997-vs595
13951,gunfire,k1997-xu552
13952,gunfire,k1987-es486
13953,gunfire,k1988-sr557
13954,gunfire,k1990-sw544
13955,US gunfire,d3986-bn1386
13956,gunfire,d5918-bk1903
13957,gunfire,d5918-nx1996
13958,gunfire,k1980-nz374
13959,truck bombs,k1981-sx545
13960, possibly suicide,k1981-sx545
13961,gunfire,d2612-df1120
13962,bomb,k1972-hx585
13963,gunfire,k1973-fm568
13964,gunfire,k1984-ed532
13965, executed,k1984-ed532
13966,gunfire,k1984-dm615
13967, executed,k1984-dm615
13968,assassinated,d3922-xz1272
13969,drive-by shooting,d5917-bd1981
13970,gunfire,d2609-xw1124
13971,gunfire,d6789a-dh2218
13972,,d6789b-nb2166
13973,improvised explosive device,d7744-sv2183
13974,gunfire,k1953-sb414
13975,gunfire,k1953-ua539
13976,gunfire,k1954-eb593
13977,gunfire,k1944-xe543
13978,gunfire,k1950-dx547
13979,gunfire,k1951-ec418
13980,gunfire,k1951-dw617
13981,gunfire,k1952-sf612
13982,gunfire,d5915-xb1915
13983,drive-by shooting,d10886-hd3072
13984,gunfire,k1941-ev592
13985,gunfire,k1941-dv555
13986,gunfire,k1939-sv551
13987,US gunfire,d4735-ec1874
13988,gunfire,k1938-fz583
13989, tortured,k1938-fz583
13990,-,k1986-vu536
13991,-,k1986-xh611
13992,-,k1986-vc482
13993,-,k1986-xn553
13994,gunfire?,k1923-nk571
13995,gunfire,k1924-fb446
13996,gunfire,k1925-hu501
13997,gunfire,k1925-fd516
13998,gunfire,d5914-xm1969
13999,gunfire,k1918-xd438
14000,gunfire,k1916-nm434
14001,gunfire,k1919-kx509
14002,found beheaded,d5913-ka1988
14003,gunfire,k1897-zn552
14004, stabbed,k1897-zn552
14005,bomb,k1904-sk599
14006,gunfire,k1913-ek615
14007,kidnapped,d3817-bh1312
14008, gunfire,d3817-bh1312
14009, executed,d3817-bh1312
14010,gunfire,d5909-bc1980
14011,gunfire,d5912-hx1993
14012,gunfire,d5912-fm1976
14013,gunfire,d5912-hw1923
14014,gunfire,d5912-nw1973
14015,gunfire,d5912-ke2046
14016,gunfire,d5912-nf1911
14017,suicide minibus bomb,k1903-sx537
14018,suicide minibus bomb,k1903-dm591
14019,suicide minibus bomb,k1903-ur470
14020,suicide minibus bomb,k1903-xh603
14021,drive-by shooting,d5908-bu2054
14022,drive-by shooting,d5908-hr1997
14023,executed,d5910-fn2050
14024,gunfire,k1896-hn560
14025,US gunfire,d4062-sf1260
14026,gunfire,d6782-xw2388
14027,gunfire,k1889-bd581
14028,gunfire,k1894-fs577
14029,gunfire,k1894-hf394
14030,gunfire,d5895-bv1929
14031,gunfire,d6148-bz1947
14032, executed,d6148-bz1947
14033,gunfire,k1881-ke390
14034,US gunfire,d4509-hr1861
14035,gunfire,d10882-nk3139
14036,gunfire,d10882-fb3014
14037,gunfire,c0133-eu605
14038,gunfire,k1865-eh609
14039,gunfire,k1866-nb374
14040,machine guns,d3826-kn1989
14041, hand grenades,d3826-kn1989
14042, RPGs,d3826-kn1989
14043,machine guns,d3826-nd1972
14044, hand grenades,d3826-nd1972
14045, RPGs,d3826-nd1972
14046,gunfire,d5907-xz1968
14047,gunfire,d5907-kz1931
14048,US gunfire,d5088-xd2030
14049,US gunfire,c0134-sc406
14050,roadside bomb,d3899-sv1375
14051,roadside bomb,d3899-zv1254
14052,US gunfire,d4133-uc1604
14053,US gunfire,d4133-sv1527
14054,beaten,k3028-kh372
14055, burnt to death,k3028-kh372
14056,gunfire,d2597-zw1117
14057,assassinated,d6779b-db2210
14058,suffocated,k1848-nk563
14059, crushed,k1848-nk563
14060, drowned,k1848-nk563
14061, killed falling on to land below bridge,k1848-nk563
14062,suffocated,k1848-fb438
14063, crushed,k1848-fb438
14064, drowned,k1848-fb438
14065, killed falling on to land below bridge,k1848-fb438
14066,suffocated,k1848-hu509
14067, crushed,k1848-hu509
14068, drowned,k1848-hu509
14069, killed falling on to land below bridge,k1848-hu509
14070,suffocated,k1848-fd524
14071, crushed,k1848-fd524
14072, drowned,k1848-fd524
14073, killed falling on to land below bridge,k1848-fd524
14074,suffocated,k1848-hc559
14075, crushed,k1848-hc559
14076, drowned,k1848-hc559
14077, killed falling on to land below bridge,k1848-hc559
14078,suffocated,k1848-bv513
14079, crushed,k1848-bv513
14080, drowned,k1848-bv513
14081, killed falling on to land below bridge,k1848-bv513
14082,suffocated,k1848-hz458
14083, crushed,k1848-hz458
14084, drowned,k1848-hz458
14085, killed falling on to land below bridge,k1848-hz458
14086,suffocated,k1848-bz587
14087, crushed,k1848-bz587
14088, drowned,k1848-bz587
14089, killed falling on to land below bridge,k1848-bz587
14090,suffocated,k1848-hd496
14091, crushed,k1848-hd496
14092, drowned,k1848-hd496
14093, killed falling on to land below bridge,k1848-hd496
14094,suffocated,k1848-bx521
14095, crushed,k1848-bx521
14096, drowned,k1848-bx521
14097, killed falling on to land below bridge,k1848-bx521
14098,suffocated,k1848-fv525
14099, crushed,k1848-fv525
14100, drowned,k1848-fv525
14101, killed falling on to land below bridge,k1848-fv525
14102,suffocated,k1848-hm454
14103, crushed,k1848-hm454
14104, drowned,k1848-hm454
14105, killed falling on to land below bridge,k1848-hm454
14106,suffocated,k1848-fz575
14107, crushed,k1848-fz575
14108, drowned,k1848-fz575
14109, killed falling on to land below bridge,k1848-fz575
14110,suffocated,k1848-hs508
14111, crushed,k1848-hs508
14112, drowned,k1848-hs508
14113, killed falling on to land below bridge,k1848-hs508
14114,suffocated,k1848-uc620
14115, crushed,k1848-uc620
14116, drowned,k1848-uc620
14117, killed falling on to land below bridge,k1848-uc620
14118,suffocated,k1848-sv527
14119, crushed,k1848-sv527
14120, drowned,k1848-sv527
14121, killed falling on to land below bridge,k1848-sv527
14122,suffocated,k1848-zv406
14123, crushed,k1848-zv406
14124, drowned,k1848-zv406
14125, killed falling on to land below bridge,k1848-zv406
14126,suffocated,k1848-sz605
14127, crushed,k1848-sz605
14128, drowned,k1848-sz605
14129, killed falling on to land below bridge,k1848-sz605
14130,suffocated,k1848-ev616
14131, crushed,k1848-ev616
14132, drowned,k1848-ev616
14133, killed falling on to land below bridge,k1848-ev616
14134,suffocated,k1848-dv531
14135, crushed,k1848-dv531
14136, drowned,k1848-dv531
14137, killed falling on to land below bridge,k1848-dv531
14138,suffocated,k1848-dz601
14139, crushed,k1848-dz601
14140, drowned,k1848-dz601
14141, killed falling on to land below bridge,k1848-dz601
14142,suffocated,k1848-zs612
14143, crushed,k1848-zs612
14144, drowned,k1848-zs612
14145, killed falling on to land below bridge,k1848-zs612
14146,suffocated,k1848-xe535
14147, crushed,k1848-xe535
14148, drowned,k1848-xe535
14149, killed falling on to land below bridge,k1848-xe535
14150,suffocated,k1848-za414
14151, crushed,k1848-za414
14152, drowned,k1848-za414
14153, killed falling on to land below bridge,k1848-za414
14154,suffocated,k1848-hr581
14155, crushed,k1848-hr581
14156, drowned,k1848-hr581
14157, killed falling on to land below bridge,k1848-hr581
14158,gunfire,k1849-xa597
14159,gunfire,d6779a-ds2392
14160,gunfire,d6779a-eb2409
14161,gunfire,k1843-hv571
14162,gunfire,c0163-eb537
14163,gunfire,k1837-sc486
14164,gunfire,k1839-nm442
14165,gunfire,k1840-ks497
14166,gunfire,d10873-dn3108
14167,gunfire,d10874-uz3093
14168,gunfire,k1834-ek607
14169,rocket,k1828-dn532
14170,gunfire,k1829-vs611
14171,gunfire,c0168-ef603
14172, executed,c0168-ef603
14173,gunfire,k1825-xr490
14174,gunfire,k1825-dm3175
14175,gunfire,d5905-nb2062
14176,gunfire,d2628-bc1076
14177,,c0169-df544
14178,US helicopter strike,d4455-ea1880
14179,US helicopter strike,d4455-dx1827
14180,gunfire,k1820-ve525
14181, executed,k1820-ve525
14182,gunfire?,k1811-fe515
14183,gunfire,k1782-ue410
14184,gunfire,k1806-nz390
14185,gunfire,k1807-kr3079
14186,gunfire,k1799-nf519
14187,gunfire,d10852-kn3141
14188,gunfire,k1786-za406
14189,gunfire,k1786-xa605
14190,gunfire,k1786-ea616
14191,gunfire,k1786-dx531
14192,gunfire,k1794-nb382
14193,gunfire,k1785-xe527
14194,drive-by shooting,d10851-nb2958
14195,gunfire,k1778-zv414
14196,US gunfire,d4078-zc1155
14197,gunfire,k1788-ef547
14198,three car bombs,k1798-bu374
14199,three car bombs,k1798-hr573
14200,three car bombs,k1798-bc588
14201,three car bombs,k1798-nv495
14202,three car bombs,k1798-fn370
14203,gunfire,d2621-nd1084
14204,gunfire,k1776-fz599
14205,gunfire,c0175-xz504
14206,gunfire,d5820-sx1937
14207,gunfire,d5820-ed1956
14208,gunfire,d5820-dm2007
14209,drive-by shooting,d5897-fw1933
14210,gunfire,k1769-bx529
14211,blow to the head,d5896-hz2114
