_key,publishedOnSource,hasIBCCode,publishedOnDate
7940, Al-Shar,k16438-kd1688,28 Jan
7941,AKnews,k16439-nz1902,27 Jan
7942, Al-Arab,k16439-nz1902,27 Jan
7943,NINA,k16426-bu1886,26 Jan 
7944, REU,k16426-bu1886,26 Jan
7945,AKnews,k16428-bc1700,26 Jan
7946,NINA,k16431-fn1882,26 Jan
7947, XIN,k16431-fn1882,26 Jan
7948,NINA,k16433-fm1696,26 Jan
7949, AKnews,k16433-fm1696,26 Jan
7950,VOI,k16421-kn1693,25 Jan
7951,NINA,k16427-hr1685,25 Jan
7952, REU,k16427-hr1685,26 Jan
7953,AFP,k16414-eb1673,24 Jan
7954, REU,k16414-eb1673,24 Jan
7955,AFP,k16414-db1858,24 Jan
7956, REU,k16414-db1858,24 Jan
7957,NINA,k16417-eh1665,24 Jan
7958, VOI,k16417-eh1665,25 Jan
7959,NINA,k16418-dh1866,24 Jan
7960, VOI,k16418-dh1866,24 Jan
7961,AKnews,k16419-nb1878,24 Jan
7962,AP,k16408-ec1850,23 Jan
7963, AFP,k16408-ec1850,23 Jan
7964,DPA,k16403-fv1773,20 Jan
7965, AP,k16403-fv1773,20 Jan
7966,NINA,k16390-sk1647,17 Jan
7967,AKnews,k16387-vc1778,16 Jan
7968, VOI,k16387-vc1778,17 Jan
7969,AKnews,k16387-xn1721,16 Jan
7970, VOI,k16387-xn1721,17 Jan
7971,NINA,k16379-sd1659,13 Jan
7972, REU,k16379-sd1659,13 Jan
7973,NINA,k16372-nx1692,11 Jan
7974, AKnews,k16372-nx1692,12 Jan
7975,NINA,k16369-xb1771,10 Jan
7976, AKnews,k16369-xb1771,10 Jan
7977,AKnews,k16361-hx1689,08 Jan
7978,AKnews,k16362-fm1704,09 Jan
7979,NINA,k16357-hr1693,08 Jan
7980, REU,k16357-hr1693,08 Jan
7981,AP,k16355-kr1751,07 Jan
7982, AFP,k16355-kr1751,07 Jan
7983,AP,k16355-xv1882,07 Jan
7984, AFP,k16355-xv1882,07 Jan
7985,AP,k16355-kv1681,07 Jan
7986, AFP,k16355-kv1681,07 Jan
7987,AP,k16355-xz1696,07 Jan
7988, AFP,k16355-xz1696,07 Jan
7989,REU,k16353-kn1685,05 Jan
7990, XIN,k16353-kn1685,05 Jan
7991,VOI,k16346-xw1660,04 Jan
7992, REU,k16346-xw1660,04 Jan
7993,REU,k16348-ef1731,04 Jan
7994, Al-Shar,k16348-ef1731,05 Jan
7995,CNN,k16344-ua1739,03 Jan
7996, VOI,k16344-ua1739,03 Jan
7997,CNN,k16345-eb1665,03 Jan
7998, Al-Shar,k16345-eb1665,04 Jan
7999,AKnews,k16359-bc1708,14 Jan
8000,AKnews,k16359-nv1743,14 Jan
8001,CNN,k16334-sz1653,02 Jan
8002, VOI,k16334-sz1653,02 Jan
8003,AP,k16335-dv1723,02 Jan
8004, NINA,k16335-dv1723,02 Jan
8005,VOI,k16340-xe1711,02 Jan
8006, XIN,k16340-xe1711,02 Jan
8007,NINA,k16342-dw1657,02 Jan
8008, Al-Shar,k16342-dw1657,03 Jan
8009,CNN,k16330-fz1719,02 Jan
8010, XIN,k16330-fz1719,02 Jan
8011,CNN,k16331-hs1668,02 Jan
8012, NINA,k16331-hs1668,01 Jan
8013, VOI,k16331-hs1668,01 Jan
8014, REU,k16331-hs1668,01 Jan
8015,AFP,k16332-uc1668,02 Jan
8016, REU,k16332-uc1668,01 Jan
8017,AFP,k16328-bw1723,31 Dec
8018, AP,k16328-bw1723,31 Dec
8019,AFP,k16328-ck1664,31 Dec
8020, AP,k16328-ck1664,31 Dec
8021,AKnews,k16325-kh1676,30 Dec
8022,AKnews,k16318-kx1677,28 Dec
8023, CNN,k16318-kx1677,28 Dec
8024,REU,k16319-ux1660,27 Dec
8025, Al-Shar,k16319-ux1660,27 Dec
8026,VOI,k16315-sa1878,24 Dec
8027, REU,k16315-sa1878,24 Dec
8028,VOI,k16315-vs1755,24 Dec
8029, REU,k16315-vs1755,24 Dec
8030,VOI,k16315-xu1696,24 Dec
8031, REU,k16315-xu1696,24 Dec
8032,VOI,k16315-vm1681,24 Dec
8033, REU,k16315-vm1681,24 Dec
8034,AFP,k16311-xr1874,23 Dec
8035,VOI,k16312-uw1743,23 Dec
8036, AKnews,k16312-uw1743,23 Dec
8037,NINA,k16313-dn1708,23 Dec
8038, AFP,k16313-dn1708,23 Dec
8039,VOI,k16308-zc1747,22 Dec
8040, AKnews,k16308-zc1747,23 Dec
8041,AKnews,k16301-ed1692,21 Dec
8042,AKnews,k16302-dm1759,20 Dec
8043,NINA,k16306-vc1898,20 Dec
8044, VOI,k16306-vc1898,20 Dec
8045,VOI,k16296-hn1728,19 Dec
8046,NINA,k16294-hf1786,18 Dec
8047, VOI,k16294-hf1786,19 Dec
8048,NINA,k16286-ke1782,16 Dec
8049, KUNA,k16286-ke1782,16 Dec
8050,VOI,k16274-kz1667,13 Dec
8051,NINA,k16277-bc1716,13 Dec
8052, VOI,k16277-bc1716,13 Dec
8053,NINA,k16277-fn1802,13 Dec
8054, VOI,k16277-fn1802,13 Dec
8055,Al-Shar,k16272-kr1663,13 Dec
8056, Al-Sum,k16272-kr1663,13 Dec
8057,DPA,k16273-xv1794,13 Dec
8058, AFP,k16273-xv1794,14 Dec
8059,DPA,k16273-kv1737,13 Dec
8060, AFP,k16273-kv1737,14 Dec
8061,KUNA,k16269-xw1764,13 Dec
8062, AFP,k16269-xw1764,12 Dec
8063, PUKM,k16269-xw1764,12 Dec
8064, Al-Shorfa,k16269-xw1764,14 Dec
8065,KUNA,k16269-ve1749,13 Dec
8066, AFP,k16269-ve1749,12 Dec
8067, PUKM,k16269-ve1749,12 Dec
8068, Al-Shorfa,k16269-ve1749,14 Dec
8069,XIN,k16270-kn1741,12 Dec
8070, AP,k16270-kn1741,12 Dec
8071,AFP,k16263-hs1676,10 Dec
8072,KUNA,k16259-xk1842,09 Dec
8073, AKnews,k16259-xk1842,10 Dec
8074,NINA,k16255-kf1854,08 Dec
8075, Al-Shar,k16255-kf1854,09 Dec
8076,NINA,k16260-bw1715,08 Dec
8077, REU,k16260-bw1715,09 Dec
8078,NINA,k16251-bv1649,07 Dec
8079, VOI,k16251-bv1649,08 Dec
8080,NINA,k16253-hz1850,07 Dec
8081, XIN,k16253-hz1850,07 Dec
8082,AP,k16248-bn1858,06 Dec
8083, REU,k16248-bn1858,06 Dec
8084, DPA,k16248-bn1858,06 Dec
8085, VOI,k16248-bn1858,06 Dec
8086,AP,k16248-nh1673,06 Dec
8087, REU,k16248-nh1673,06 Dec
8088, DPA,k16248-nh1673,06 Dec
8089, VOI,k16248-nh1673,06 Dec
8090,CNN,k16244-kx1669,05 Dec
8091, VOI,k16244-kx1669,05 Dec
8092,REU,k16232-uz1685,04 Dec
8093,REU,k16228-zc1755,03 Dec
8094, Al-Shar,k16228-zc1755,03 Dec
8095,AP,k16226-es1894,02 Dec
8096, REU,k16226-es1894,02 Dec
8097,NINA,k16221-xh1763,01 Dec
8098, Al-Shar,k16221-xh1763,02 Dec
8099,REU,k16191-dh1810,28 Nov
8100, AP,k16191-dh1810,28 Nov
8101,AP,k16194-nd1716,28 Nov
8102, KUNA,k16194-nd1716,28 Nov
8103,KUN,k16195-kr1671,28 Nov
8104,AP,k16197-xv1802,28 Nov
8105, AFP,k16197-xv1802,28 Nov
8106,AP,k16197-kv1729,28 Nov
8107, AFP,k16197-kv1729,28 Nov
8108,REU,k16187-xf1814,27 Nov
8109, VOI,k16187-xf1814,27 Nov
8110,VOI,k16199-kz1675,26 Nov
8111, Press TV26 Nov,k16199-kz1675,
8112,REU,k16181-sf1764,25 Nov
8113, NINA,k16181-sf1764,25
8114,NINA,k16184-ds1760,25 Nov
8115, AKnews,k16184-ds1760,26 Nov
8116,NINA,k16184-db1818,25 Nov
8117, AKnews,k16184-db1818,26 Nov
8118,VOI,k16167-uc1748,23 Nov
8119,NINA,k16170-sz1765,23 Nov
8120, Al-Shar,k16170-sz1765,24 Nov
8121,VOI,k16171-ev1744,23 Nov
8122, AP,k16171-ev1744,25 Nov
8123,NINA,k16161-fh1727,22 Nov
8124, McCla,k16161-fh1727,22 Nov
8125,AP,k16165-fv1669,22 Nov
8126, VOI,k16165-fv1669,22 Nov
8127,AP,k16165-hm1870,22 Nov
8128, VOI,k16165-hm1870,22 Nov
8129,AFP,k16158-bz1731,22 Nov
8130, VOI,k16158-bz1731,21 Nov
8131,REU,k16150-sc1902,20 Nov
8132, NINA,k16150-sc1902,20 Nov
8133,NINA,k16151-ks1657,20 Nov
8134, VOI,k16151-ks1657,20 Nov
8135,AP,k16148-ek1767,19 Nov
8136, VOI,k16148-ek1767,19 Nov
8137,People's Daily,k16144-vs1771,19 Nov
8138,VOI,k16137-zc1763,16 Nov
8139, Al-Sum,k16137-zc1763,16 Nov
8140,VOI,k16137-sw1688,16 Nov
8141, Al-Sum,k16137-sw1688,16 Nov
8142,CNN,k16138-xr1890,16 Nov
8143, WT,k16138-xr1890,16 Nov
8144,VOI,k16135-sx1689,15 Nov
8145, NINA,k16135-sx1689,15 Nov
8146,REU,k16121-nf1663,13 Nov
8147, VOI,k16121-nf1663,13 Nov
8148,AFP,k16119-nw1741,12 Nov
8149, Al-Shar,k16119-nw1741,12 Nov
8150, Al-Arab,k16119-nw1741,22 Dec
8151,VOI,k16111-kv1721,10 Nov
8152, XIN,k16111-kv1721,10 Nov
8153,REU,k16115-nv1655,10 Nov
8154, DPA,k16115-nv1655,10 Nov
8155,NINA,k16107-kn1725,09 Nov
8156, XIN,k16107-kn1725,09 Nov
8157,REU,k16094-sb1830,07 Nov
8158, VOI,k16094-sb1830,07 Nov
8159,NINA,k16085-za1822,05 Nov
8160, VOI,k16085-za1822,05 Nov
8161,REU,k16081-zv1814,04 Nov
8162, AP,k16081-zv1814,04 Nov
8163,REU,k16072-bz1739,02 Nov
8164, VOI,k16072-bz1739,02 Nov
8165,REU,k16068-fd1676,01 Nov
8166, NINA,k16068-fd1676,01 Nov
8167,NINA,k16062-sr1693,01 Nov
8168, VOI,k16062-sr1693,01 Nov
8169,REU,k16061-es1878,31 Oct
8170, NINA,k16061-es1878,31 Oct
8171,AFP,k16064-xr1898,02 Nov
8172, VOI,k16064-xr1898,02 Nov
8173, AP,k16064-xr1898,10 Nov
8174, CNN,k16064-xr1898,11 Nov
8175,AFP,k16064-uw1767,02 Nov
8176, VOI,k16064-uw1767,02 Nov
8177, AP,k16064-uw1767,10 Nov
8178, CNN,k16064-uw1767,11 Nov
8179,AFP,k16064-dn1684,02 Nov
8180, VOI,k16064-dn1684,02 Nov
8181, AP,k16064-dn1684,10 Nov
8182, CNN,k16064-dn1684,11 Nov
8183,AFP,k16064-sa1902,02 Nov
8184, VOI,k16064-sa1902,02 Nov
8185, AP,k16064-sa1902,10 Nov
8186, CNN,k16064-sa1902,11 Nov
8187,AFP,k16064-vs1763,02 Nov
8188, VOI,k16064-vs1763,02 Nov
8189, AP,k16064-vs1763,10 Nov
8190, CNN,k16064-vs1763,11 Nov
8191,AFP,k16064-eu1709,02 Nov
8192, VOI,k16064-eu1709,02 Nov
8193, AP,k16064-eu1709,10 Nov
8194, CNN,k16064-eu1709,11 Nov
8195,AFP,k16064-nm1850,02 Nov
8196, VOI,k16064-nm1850,02 Nov
8197, AP,k16064-nm1850,10 Nov
8198, CNN,k16064-nm1850,11 Nov
8199,AFP,k16064-ks1649,02 Nov
8200, VOI,k16064-ks1649,02 Nov
8201, AP,k16064-ks1649,10 Nov
8202, CNN,k16064-ks1649,11 Nov
8203,AFP,k16064-ns1664,02 Nov
8204, VOI,k16064-ns1664,02 Nov
8205, AP,k16064-ns1664,10 Nov
8206, CNN,k16064-ns1664,11 Nov
8207,AFP,k16064-hv1723,02 Nov
8208, VOI,k16064-hv1723,02 Nov
8209, AP,k16064-hv1723,10 Nov
8210, CNN,k16064-hv1723,11 Nov
8211,AFP,k16064-xd1854,02 Nov
8212, VOI,k16064-xd1854,02 Nov
8213, AP,k16064-xd1854,10 Nov
8214, CNN,k16064-xd1854,11 Nov
8215,AFP,k16064-kx1653,02 Nov
8216, VOI,k16064-kx1653,02 Nov
8217, AP,k16064-kx1653,10 Nov
8218, CNN,k16064-kx1653,11 Nov
8219,AFP,k16064-bu1790,02 Nov
8220, VOI,k16064-bu1790,02 Nov
8221, AP,k16064-bu1790,10 Nov
8222, CNN,k16064-bu1790,11 Nov
8223,AFP,k16064-ea1744,02 Nov
8224, VOI,k16064-ea1744,02 Nov
8225, AP,k16064-ea1744,10 Nov
8226, CNN,k16064-ea1744,11 Nov
8227,AFP,k16064-ec1834,02 Nov
8228, VOI,k16064-ec1834,02 Nov
8229, AP,k16064-ec1834,10 Nov
8230, CNN,k16064-ec1834,11 Nov
8231,AFP,k16064-dw1761,02 Nov
8232, VOI,k16064-dw1761,02 Nov
8233, AP,k16064-dw1761,10 Nov
8234, CNN,k16064-dw1761,11 Nov
8235,AFP,k16064-zx1679,02 Nov
8236, VOI,k16064-zx1679,02 Nov
8237, AP,k16064-zx1679,10 Nov
8238, CNN,k16064-zx1679,11 Nov
8239,AFP,k16064-sf1772,02 Nov
8240, VOI,k16064-sf1772,02 Nov
8241, AP,k16064-sf1772,10 Nov
8242, CNN,k16064-sf1772,11 Nov
8243,AFP,k16064-zw1757,02 Nov
8244, VOI,k16064-zw1757,02 Nov
8245, AP,k16064-zw1757,10 Nov
8246, CNN,k16064-zw1757,11 Nov
8247,AFP,k16064-sb1814,02 Nov
8248, VOI,k16064-sb1814,02 Nov
8249, AP,k16064-sb1814,10 Nov
8250, CNN,k16064-sb1814,11 Nov
8251,NINA,k16056-hf1794,30 Oct
8252, XIN,k16056-hf1794,30 Oct
8253,VOI,k16057-hn1720,30 Oct
8254, McCla,k16057-hn1720,31 Oct
8255,VOI,k16053-ke1806,29 Oct
8256,KUNA,k16052-hw1651,28 Oct
8257, XIN,k16052-hw1651,28 Oct
8258,REU,k16048-bc1740,27 Oct
8259, XIN,k16048-bc1740,27 Oct
8260,NINA,k16047-hr1725,27 Oct
8261, McCla,k16047-hr1725,27 Oct
8262,NINA,k16045-xz1728,26 Oct
8263, AP,k16045-xz1728,26 Oct
8264,REU,k16037-eh1769,25 Oct
8265, XIN,k16037-eh1769,25 Oct
8266,NINA,k16038-dh1826,25 Oct
8267, McCla,k16038-dh1826,25 Oct
8268,NINA,k16034-ef1699,24 Oct
8269, VOI,k16034-ef1699,24 Oct
8270,REU,k16030-eb1761,22 Oct
8271, NINA,k16030-eb1761,22 Oct
8272,AFP,k16025-dx1683,20 Oct
8273, VOI,k16025-dx1683,20 Oct
8274,AFP,k16025-ec1810,20 Oct
8275, VOI,k16025-ec1810,20 Oct
8276,AFP,k16025-dw1753,20 Oct
8277, VOI,k16025-dw1753,20 Oct
8278,AFP,k16025-zx1703,20 Oct
8279, VOI,k16025-zx1703,20 Oct
8280,AP,k16026-sf1748,20 Oct
8281, AFP,k16026-sf1748,20 Oct
8282,AFP,k16022-sz1749,19 Oct
8283, NINA,k16022-sz1749,19 Oct
8284, REU,k16022-sz1749,19 Oct
8285, McCla,k16022-sz1749,19 Oct
8286,AFP,k16022-ev1760,19 Oct
8287, NINA,k16022-ev1760,19 Oct
8288, REU,k16022-ev1760,19 Oct
8289, McCla,k16022-ev1760,19 Oct
8290,AFP,k16022-dv1691,19 Oct
8291, NINA,k16022-dv1691,19 Oct
8292, REU,k16022-dv1691,19 Oct
8293, McCla,k16022-dv1691,19 Oct
8294,AFP,k16022-ue1818,19 Oct
8295, NINA,k16022-ue1818,19 Oct
8296, REU,k16022-ue1818,19 Oct
8297, McCla,k16022-ue1818,19 Oct
8298,AFP,k16022-dz1745,19 Oct
8299, NINA,k16022-dz1745,19 Oct
8300, REU,k16022-dz1745,19 Oct
8301, McCla,k16022-dz1745,19 Oct
8302,REU,k16014-xk1882,18 Oct
8303, NIN,k16014-xk1882,18 Oct
8304,VOI,k16003-fd1684,16 Oct
8305, AKnews,k16003-fd1684,16 Oct
8306,NINA,k15995-hv1763,14 Oct
8307, McCla,k15995-hv1763,14 Oct
8308,REU,k15993-nm1890,14 Oct
8309, McCla,k15993-nm1890,14 Oct
8310,DPA,k15987-xc1850,11 Oct
8311, VOI,k15987-xc1850,11 Oct
8312,NINA,k15982-sw1672,10 Oct
8313, VOI,k15982-sw1672,10 Oct
8314,AFP,k15977-vc1866,09 Oct
8315, XIN,k15977-vc1866,09 Oct
8316,AFP,k15977-xn1665,09 Oct
8317, XIN,k15977-xn1665,09 Oct
8318,DPA,k15932-kv1769,07 Oct
8319,DPA,k15937-hw1707,07 Oct
8320, McCla,k15937-hw1707,07 Oct
8321,NINA,k15928-kn1773,05 Oct
8322, VOI,k15928-kn1773,05 Oct
8323,DPA,k15919-ds1736,04 Oct
8324, NINA,k15919-ds1736,04 Oct
8325,DPA,k15924-ef1659,04 Oct
8326, Al-Shar,k15924-ef1659,04 Oct
8327,McCla,k15916-zw1725,03 Oct
8328, XIN,k15916-zw1725,03 Oct
8329,VOI,k15917-sb1782,03 Oct
8330, McCla,k15917-sb1782,04 Oct
8331,NINA,k15905-zv1798,01 Oct
8332, AKnews,k15905-zv1798,01 Oct
8333,NINA,k15892-kh1700,29 Sep
8334, REU,k15892-kh1700,29 Sep
8335,McCla,k15894-bx1689,28 Sep
8336, REU,k15894-bx1689,29 Sep
8337,NINA,k15891-fh1751,27 Sep
8338, McCla,k15891-fh1751,27 Sep
8339,REU,k15883-hu1709,26 Sep
8340, NINA,k15883-hu1709,26 Sep
8341,CNN,k15884-fd1692,26 Sep
8342, REU,k15884-fd1692,26 Sep
8343,AKnews,d4647-ns1656,24 Sep
8344,VOI,k15843-ve1725,23 Sep
8345,AP,k15848-nd1748,23 Sep
8346, AFP,k15848-nd1748,23 Sep
8347,AP,k15848-kr1703,23 Sep
8348, AFP,k15848-kr1703,23 Sep
8349,AP,k15848-xv1834,23 Sep
8350, AFP,k15848-xv1834,23 Sep
8351,XIN,k15800-fb1878,19 Sep
8352, REU,k15800-fb1878,19 Sep
8353, McCla,k15800-fb1878,19 Sep
8354,XIN,k15800-hc1743,19 Sep
8355, REU,k15800-hc1743,19 Sep
8356, McCla,k15800-hc1743,19 Sep
8357,NINA,k15826-za1798,19 Sep
8358, XIN,k15826-za1798,19 Sep
8359,NINA,k15826-xa1741,19 Sep
8360, XIN,k15826-xa1741,19 Sep
8361,REU,k15797-bn1874,18 Sep
8362, NINA,k15797-bn1874,18 Sep
8363,NINA,k15796-nm1858,18 Sep
8364, AKnews,k15796-nm1858,18 Sep
8365,XIN,k15789-ks1681,16 Sep
8366, PUKM,k15789-ks1681,16 Sep
8367,AKnews,k15790-ns1696,16 Sep
8368, PUKM,k15790-ns1696,16 Sep
8369,XIN,k15768-xr1682,15 Sep
8370, AFP,k15768-xr1682,15 Sep
8371,XIN,k15768-uw1807,15 Sep
8372, AFP,k15768-uw1807,15 Sep
8373,XIN,k15768-dn1900,15 Sep
8374, AFP,k15768-dn1900,15 Sep
8375,REU,k15760-xh1835,14 Sep
8376, McCla,k15760-xh1835,14 Sep
8377,REU,k15750-fs1777,13 Sep
8378, CNN,k15750-fs1777,13 Sep
8379,REU,k15739-nf1839,09 Sep
8380, Al-Sum,k15739-nf1839,10 Sep
8381,Al-Sum,k15736-ke1718,09 Sep
8382,REU,k15740-ka1804,09 Sep
8383, AP,k15740-ka1804,09 Sep
8384,REU,k15731-bu1742,08 Sep
8385, NINA,k15731-bu1742,08 Sep
8386,NINA,k15733-fn1738,08 Sep
8387, VOI,k15733-fn1738,08 Sep
8388,NINA,k15727-nd1788,07 Sep
8389, CNN,k15727-nd1788,07 Sep
8390,NINA,k15727-kr1855,07 Sep
8391, CNN,k15727-kr1855,07 Sep
8392,VOI,k15728-xv1730,07 Sep
8393, AFP,k15728-xv1730,07 Sep
8394,DPA,k15721-ef1883,06 Sep
8395, VOI,k15721-ef1883,06 Sep
8396,DPA,k15721-df1824,06 Sep
8397, VOI,k15721-df1824,06 Sep
8398,NINA,k15722-eh1809,07 Sep
8399, REU,k15722-eh1809,07 Sep
8400,McCla,k15705-ea1808,03 Sep
8401,REU,k15696-hs1868,02 Sep
8402, DPA,k15696-hs1868,02 Sep
8403,REU,k15697-sv1887,02 Sep
8404, DPA,k15697-sv1887,02 Sep
8405,NINA,k15698-zv1766,02 Sep
8406,REU,k15702-zs1812,03 Sep
8407, McCla,k15702-zs1812,03 Sep
8408,DPA,k15687-kf1662,01 Sep
8409,McCla,k15681-fd1852,30 Aug
8410, VOI,k15681-fd1852,31 Aug
8411,VOI,k15680-fb1670,29 Aug
8412, NINA,k15680-fb1670,30 Aug
8413,VOI,k15680-hu1869,29 Aug
8414, NINA,k15680-hu1869,30 Aug
8415,DPA,k15663-sa1694,26 Aug
8416, XIN,k15663-sa1694,26 Aug
8417,REU,k15665-xc1682,26 Aug
8418, AP,k15665-xc1682,26 Aug
8419, McCla,k15665-xc1682,26 Aug
8420, NINA,k15665-xc1682,26 Aug
8421,REU,k15655-xh1827,25 Aug
8422, Tel,k15655-xh1827,25 Aug
8423,REU,k15631-nf1847,24 Aug
8424, AFP,k15631-nf1847,24 Aug
8425,CNN,k15632-ka1796,24 Aug
8426, McCla,k15632-ka1796,24 Aug
8427,VOI,k15670-ks1857,27 Aug
8428, AFP,k15670-ks1857,27 Aug
8429,CNN,k15607-xw1836,20 Aug
8430, DPA,k15607-xw1836,20 Aug
8431,AFP,k15610-xf1750,20 Aug
8432, AP,k15610-xf1750,20 Aug
8433,RSF,k15634-xb1851,26 Aug
8434,VOI,k15595-ec1762,18 Aug
8435, AFP,k15595-ec1762,18 Aug
8436,McCla,k15600-sb1758,18 Aug
8437, AFP,k15600-sb1758,24 Aub
8438,REU,k15585-sz1829,17 Aug
8439, NINA,k15585-sz1829,17 Aug
8440,PUKM,k15586-ev1808,18 Aug
8441, McCla,k15586-ev1808,18 Aug
8442,AP,k15587-dv1899,18 Aug
8443, IND,k15587-dv1899,18 Aug
8444,REU,k15566-bh1856,16 Aug
8445, NINA,k15566-bh1856,16 Aug
8446,XIN,k15553-xh1819,15 Aug
8447, AP,k15553-xh1819,15 Aug
8448,XIN,k15560-su1876,15 Aug
8449, NYT,k15560-su1876,15 Aug
8450,VOI,k15545-hf1738,15 Aug
8451, AFP,k15545-hf1738,15 Aug
8452,McCla,k15535-nv1847,11 Aug
8453, AP,k15535-nv1847,11 Aug
8454,AP,k15536-hw1851,11 Aug
8455, NYT,k15536-hw1851,11 Aug
8456,AP,k15536-nw1805,11 Aug
8457, NYT,k15536-nw1805,11 Aug
8458,AFP,k15529-kr1839,10 Aug
8459, VOI,k15529-kr1839,10 Aug
8460,McCla,k15523-df1808,10 Aug
8461, VOI,k15523-df1808,10 Aug
8462,AP,k15518-dx1883,08 Aug
8463,AKnews,k15520-zw1837,09 Aug
8464, NINA,k15520-zw1837,08 Aug
8465,McCla,k15498-fh1799,07 Aug
8466,REU,k15503-fv1869,07 Aug
8467, NYT,k15503-fv1869,07 Aug
8468,NYT,k15505-uc1836,07 Aug
8469, NINA,k15505-uc1836,07 Aug
8470,McCla,k15508-ev1832,07 Aug
8471, CNN,k15508-ev1832,08 Aug
8472,McCla,k15485-kx1845,04 Aug
8473,REU,k15486-ux1860,04 Aug
8474, AKnews,k15486-ux1860,04 Aug
8475,McCla,k15492-fd1868,05 Aug
8476, NINA,k15492-fd1868,05 Aug
8477,McCla,k15492-hc1775,05 Aug
8478, NINA,k15492-hc1775,05 Aug
8479,REU,k15474-sw1872,03 Aug
8480, AKnews,k15474-sw1872,03 Aug
8481,AFP,k15477-uz1893,02 Aug
8482, AP,k15477-uz1893,02 Aug
8483,AFP,k15477-sa1710,02 Aug
8484, AP,k15477-sa1710,02 Aug
8485,AKnews,d4631-dz1769,03 Aug
8486,Al-Shar,k15470-em1900,31 Jul
8487,Al-Shar,k15470-sk1807,31 Jul
8488,NINA,k15468-vu1896,30 Jul
8489, Al-Shar,k15468-vu1896,30 Jul
8490, AP,k15468-vu1896,30 Jul
8491, REU,k15468-vu1896,30 Jul
8492,NINA,k15468-xh1811,30 Jul
8493, Al-Shar,k15468-xh1811,30 Jul
8494, AP,k15468-xh1811,30 Jul
8495, REU,k15468-xh1811,30 Jul
8496,NINA,k15468-vc1682,30 Jul
8497, Al-Shar,k15468-vc1682,30 Jul
8498, AP,k15468-vc1682,30 Jul
8499, REU,k15468-vc1682,30 Jul
8500,VOI,k15461-hn1784,29 Jul
8501, DPA,k15461-hn1784,29 Jul
8502,VOI,k15461-zn1888,29 Jul
8503, DPA,k15461-zn1888,29 Jul
8504,VOI,k15459-fs1801,28 Jul
8505, DPA,k15459-fs1801,29 Jul
8506, REU,k15459-fs1801,29 Jul
8507, McCla,k15459-fs1801,29 Jul
8508,VOI,k15452-nw1797,27 Jul
8509, NINA,k15452-nw1797,27 Jul
8510,AP,k15451-xv1722,26 Jul
8511, XIN,k15451-xv1722,26 Jul
8512,REU,k15446-ef1891,25 Jul
8513, AFP,k15446-ef1891,25 Jul
8514,VOI,k15438-zx1895,22 Jul
8515, XIN,k15438-zx1895,22 Jul
8516,DPA,k15439-sf1812,22 Jul
8517, AKnews,k15439-sf1812,22 Jul
8518,McCla,k15429-uc1828,21 Jul
8519, REU,k15429-uc1828,21 Jul
8520,AKnews,d4630-ev1752,20 Jul
8521,VOI,k15417-fd1876,19 Jul
8522, AFP,k15417-fd1876,19 Jul
8523,NINA,k15414-bh1872,19 Jul
8524, AP,k15414-bh1872,19 Jul
8525,REU,k15411-hv1827,19 Jul
8526, NINA,k15411-hv1827,18 Jul
8527,VOI,k15412-kx1901,18 Jul
8528, NINA,k15412-kx1901,18 Jul
8529, UPI,k15412-kx1901,18 Jul
8530, AKnews,k15412-kx1901,19 Jul
8531,AP,k15424-kf1686,18 Jul
8532, NINA,k15424-kf1686,18 Jul
8533, BRNA,k15424-kf1686,18 Jul
8534, Al-Arab,k15424-kf1686,28 Jul
8535,AP,k15424-fh1807,18 Jul
8536, NINA,k15424-fh1807,18 Jul
8537, BRNA,k15424-fh1807,18 Jul
8538, Al-Arab,k15424-fh1807,28 Jul
8539,NINA,k15405-xu1856,17 Jul
8540, XIN,k15405-xu1856,17 Jul
8541,GUA,k15406-su1860,17 Jul
8542,McCla,k15407-sc1662,18 Jul
8543, LAT,k15407-sc1662,19 Jul
8544,VOI,k15399-uw1775,16 Jul
8545, NINA,k15399-uw1775,16 Jul
8546,REU,k15394-em1844,15 Jul
8547, VOI,k15394-em1844,15 Jul
8548,REU,k15394-sk1799,15 Jul
8549, VOI,k15394-sk1799,15 Jul
8550,NINA,k15388-ed1852,14 Jul
8551, AFP,k15388-ed1852,14 Jul
8552,McCla,k15383-fe1883,15 Jul
8553, Al-Shar,k15383-fe1883,14 Jul
8554,VOI,k15376-xb1875,13 Jul
8555, BRNA,k15376-xb1875,14 Jul
8556,McCla,k15380-bk1879,14 Jul
8557, REU,k15380-bk1879,14 Jul
8558,REU,k15382-nx1828,13 Jul
8559, LAT,k15382-nx1828,19 Jul
8560, Al-Sum,k15382-nx1828,13 Jul
8561, NCCI,k15382-nx1828,14 Jul
8562,REU,k15382-fs1809,13 Jul
8563, LAT,k15382-fs1809,19 Jul
8564, Al-Sum,k15382-fs1809,13 Jul
8565, NCCI,k15382-fs1809,14 Jul
8566,REU,k15382-hf1754,13 Jul
8567, LAT,k15382-hf1754,19 Jul
8568, Al-Sum,k15382-hf1754,13 Jul
8569, NCCI,k15382-hf1754,14 Jul
8570,BRNA,d10770-xu3096,12 Jul
8571,BRNA,d10775-fd3084,11 Jul
8572,REU,k15371-xw1796,10 Jul
8573, NINA,k15371-xw1796,10 Jul
8574,VOI,k15373-df1792,11 Jul
8575, NINA,k15373-df1792,11 Jul
